Model	Date	Time	WxFile	Long	Lat	JdStart	DysToOut	Month	Day	Year	dd	ddbZero	FruWgt	fruNum	Bloomday	BloomYr	DDBSum	ChillHD	PrcpYrSum	TempIncr	ddbMinus10	ddbMinus83
OliveGIS	30set19	17:41:06	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1411_210_ESP.txt	-7.375	37.625	1	731	12	31	CV	0.411978499803917	236.001168904177	26.3521879613936	26.0847056069193	8.05408159597513	30	38.5221494388844	12.5669466792115	29.5088691655114	0	0	0
OliveGIS	30set19	17:41:12	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1411_211_ESP.txt	-7.375	37.375	1	731	12	31	CV	0.486727739511788	320.440310100282	8.62382690679943	8.09318502786265	7.81456711447163	30	45.305661442986	12.8248493981318	32.7302166846877	0	0	0
OliveGIS	30set19	17:41:17	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1412_209_ESP.txt	-7.125	37.875	1	731	12	31	CV	0.374679296731777	182.462538861234	26.9153069400399	26.7302501689946	8.31591089558238	30	34.1365607548972	11.7393589738443	28.7898471452388	0	0	0
OliveGIS	30set19	17:41:21	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1412_210_ESP.txt	-7.125	37.625	1	731	12	31	CV	0.413000955785945	226.419171930114	25.4235737639994	25.14494171774	8.15279321322283	30	36.983307002055	12.5353391021032	29.9905968391948	0	0	0
OliveGIS	30set19	17:41:28	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1412_211_ESP.txt	-7.125	37.375	1	731	12	31	CV	0.478274168351607	300.233386229607	7.90636835317576	7.27886477365263	7.93943768422623	30	43.1915918973485	13.1874458951073	32.7434377046293	0	0	0
OliveGIS	30set19	17:41:32	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1413_208_ESP.txt	-6.875	38.125	1	731	12	31	CV	0.315156946973472	143.121321980227	9.47604182405544	9.65137228915939	7.37282781727423	30	29.822951887433	11.1177663488917	26.2235098566222	0	0	0
OliveGIS	30set19	17:41:37	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1413_209_ESP.txt	-6.875	37.875	1	731	12	31	CV	0.40316534354159	202.727699887739	25.3903788108936	25.3008119474917	8.01178244533931	30	35.0679546119708	12.4158040550009	26.3829210019125	0	0	0
OliveGIS	30set19	17:41:41	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1413_210_ESP.txt	-6.875	37.625	1	731	12	31	CV	0.479765719247208	256.17973287801	20.4187720336036	20.1980677204776	7.92178680816765	30	39.1571095662543	13.5635575655529	27.8642722587168	0	0	0
OliveGIS	30set19	17:41:50	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1413_211_ESP.txt	-6.875	37.375	1	731	12	31	CV	0.481227272338586	316.610259226241	7.22726875087674	6.8824324655615	8.05522315650614	30	45.7344488190206	14.5208481710189	33.2330808497476	0	0	0
OliveGIS	30set19	17:41:57	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1414_209_ESP.txt	-6.625	37.875	1	731	12	31	CV	0.3682750241062	174.420075630948	22.2228018338912	22.2188351152772	7.95166410676559	30	32.9585466549736	12.0997616368389	27.1939564117337	0	0	0
OliveGIS	30set19	17:42:02	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1414_210_ESP.txt	-6.625	37.625	1	731	12	31	CV	0.466818797636799	236.419226368289	20.5002900285275	20.1575684165866	8.15952048845223	30	37.2593410328661	13.3069851675275	27.6442820740032	0	0	0
OliveGIS	30set19	17:42:06	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1414_211_ESP.txt	-6.625	37.375	1	731	12	31	CV	0.471349023041464	275.615835832117	8.62151090288102	8.12953105059228	8.1183248204098	30	42.769004990296	14.8853525470474	32.3081742986393	0	0	0
OliveGIS	30set19	17:42:11	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1414_212_ESP.txt	-6.625	37.125	1	731	12	31	CV	0.614514710811779	547.722557505166	9.44061095816684	9.23508233320878	8.57470465511691	30	70.6206363542858	16.5596310368652	33.118646139977	0	0	0
OliveGIS	30set19	17:42:17	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1415_209_ESP.txt	-6.375	37.875	1	731	12	31	CV	0.377047145795804	150.256636941576	10.056867175527	10.0784528709638	7.66160638391247	30	31.4104616637623	11.7699124087415	30.3660662665751	0	0	0
OliveGIS	30set19	17:42:21	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1415_210_ESP.txt	-6.375	37.625	1	731	12	31	CV	0.442878633784703	191.103538817809	20.5632978967688	20.1669864494705	8.19202580386294	30	35.5151065166714	13.0905614604312	30.723536812519	0	0	0
OliveGIS	30set19	17:42:26	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1415_211_ESP.txt	-6.375	37.375	1	731	12	31	CV	0.47941235079026	304.321249968816	7.80171357392595	7.64987938469126	8.21743694849006	30	42.9914409239611	17.1846758702008	34.5033286309971	0	0	0
OliveGIS	30set19	17:42:32	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1415_212_ESP.txt	-6.375	37.125	1	731	12	31	CV	0.6205204301397	447.983989861707	9.87721447996151	9.49530530862609	8.03821711340089	30	61.749901526417	19.8308109908811	34.9961430513212	0	0	0
OliveGIS	30set19	17:42:37	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1415_213_ESP.txt	-6.375	36.875	1	731	12	31	CV	0.589648085391048	488.566595263801	7.59032729070356	7.27656122429042	7.96606081935958	30	65.6095986117611	18.8114276422162	38.8355370873241	0	0	0
