Model	Date	Time	WxFile	Long	Lat	JdStart	DysToOut	Month	Day	Year	dd	ddbZero	FruWgt	fruNum	Bloomday	BloomYr	DDBSum	ChillHD	PrcpYrSum	TempIncr	ddbMinus10	ddbMinus83
OliveGIS	30set19	17:41:07	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1411_210_ESP.txt	-7.3750	37.6250	1	4748	12	30	1992	2634.1	0.0	8247.8	8734.5	   104.0	     1.0	71.7	1881.9	392.6	0.000	0.0	0.0
OliveGIS	30set19	17:41:14	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1411_211_ESP.txt	-7.3750	37.3750	1	4748	12	30	1992	2633.9	0.0	8461.4	8851.9	   104.0	     1.0	75.2	1796.9	373.4	0.000	0.0	0.0
OliveGIS	30set19	17:41:18	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1412_209_ESP.txt	-7.1250	37.8750	1	4748	12	30	1992	2616.9	0.1	7818.8	8477.6	   112.0	     1.0	96.8	2141.2	417.3	0.000	0.0	0.0
OliveGIS	30set19	17:41:23	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1412_210_ESP.txt	-7.1250	37.6250	1	4748	12	30	1992	2623.6	0.0	8268.0	8792.7	   106.0	     1.0	78.4	1914.4	419.6	0.000	0.0	0.0
OliveGIS	30set19	17:41:29	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1412_211_ESP.txt	-7.1250	37.3750	1	4748	12	30	1992	2628.2	0.0	8358.5	8788.5	   104.0	     1.0	82.8	1749.1	374.3	0.000	0.0	0.0
OliveGIS	30set19	17:41:34	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1413_208_ESP.txt	-6.8750	38.1250	1	4748	12	30	1992	2616.5	0.6	7215.3	7912.6	   114.0	     1.0	144.7	2181.0	419.6	0.000	0.0	0.0
OliveGIS	30set19	17:41:38	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1413_209_ESP.txt	-6.8750	37.8750	1	4748	12	30	1992	2632.9	0.1	8142.2	8815.9	   110.0	     1.0	103.8	2057.8	456.3	0.000	0.0	0.0
OliveGIS	30set19	17:41:44	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1413_210_ESP.txt	-6.8750	37.6250	1	4748	12	30	1992	2630.5	0.0	8946.9	9511.9	   102.0	     1.0	80.0	1776.2	446.1	0.000	0.0	0.0
OliveGIS	30set19	17:41:52	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1413_211_ESP.txt	-6.8750	37.3750	1	4748	12	30	1992	2642.6	0.0	8961.3	9450.3	   100.0	     1.0	76.2	1621.6	351.0	0.000	0.0	0.0
OliveGIS	30set19	17:41:58	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1414_209_ESP.txt	-6.6250	37.8750	1	4748	12	30	1992	2611.7	0.2	7780.5	8430.7	   112.0	     1.0	119.6	2168.3	471.5	0.000	0.0	0.0
OliveGIS	30set19	17:42:03	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1414_210_ESP.txt	-6.6250	37.6250	1	4748	12	30	1992	2624.6	0.0	8111.3	8671.0	   104.0	     1.0	88.9	1850.2	454.6	0.000	0.0	0.0
OliveGIS	30set19	17:42:08	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1414_211_ESP.txt	-6.6250	37.3750	1	4748	12	30	1992	2647.4	0.1	8973.5	9538.9	   102.0	     1.0	87.1	1608.9	361.8	0.000	0.0	0.0
OliveGIS	30set19	17:42:13	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1414_212_ESP.txt	-6.6250	37.1250	1	4748	12	30	1992	2660.9	0.0	8771.6	9061.6	    90.0	     1.0	29.6	1500.0	301.1	0.000	0.0	0.0
OliveGIS	30set19	17:42:18	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1415_209_ESP.txt	-6.3750	37.8750	1	4748	12	30	1992	2612.7	0.4	7324.8	7977.4	   114.0	     1.0	137.2	2204.7	431.6	0.000	0.0	0.0
OliveGIS	30set19	17:42:23	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1415_210_ESP.txt	-6.3750	37.6250	1	4748	12	30	1992	2631.6	0.1	7961.4	8571.2	   106.0	     1.0	100.5	1883.7	398.2	0.000	0.0	0.0
OliveGIS	30set19	17:42:28	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1415_211_ESP.txt	-6.3750	37.3750	1	4748	12	30	1992	2649.7	0.0	8710.3	9315.3	    99.0	     1.0	74.8	1558.2	394.4	0.000	0.0	0.0
OliveGIS	30set19	17:42:34	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1415_212_ESP.txt	-6.3750	37.1250	1	4748	12	30	1992	2652.6	0.0	8826.0	9222.2	    88.0	     1.0	32.8	1437.1	354.3	0.000	0.0	0.0
OliveGIS	30set19	17:42:39	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1415_213_ESP.txt	-6.3750	36.8750	1	4748	12	30	1992	2646.7	0.0	8548.0	8857.7	    96.0	     1.0	41.6	1655.2	428.1	0.000	0.0	0.0
OliveGIS	30set19	17:42:44	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1416_209_ESP.txt	-6.1250	37.8750	1	4748	12	30	1992	2613.5	0.5	7245.3	7897.9	   115.0	     1.0	146.8	2182.8	422.6	0.000	0.0	0.0
OliveGIS	30set19	17:42:49	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1416_210_ESP.txt	-6.1250	37.6250	1	4748	12	30	1992	2624.9	0.2	8158.3	8814.6	   107.0	     1.0	106.3	1869.6	388.5	0.000	0.0	0.0
OliveGIS	30set19	17:42:54	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1416_211_ESP.txt	-6.1250	37.3750	1	4748	12	30	1992	2649.7	0.1	8508.2	9163.5	   101.0	     1.0	87.9	1510.3	372.0	0.000	0.0	0.0
OliveGIS	30set19	17:43:00	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1416_212_ESP.txt	-6.1250	37.1250	1	4748	12	30	1992	2656.1	0.0	7747.6	8181.4	    91.0	     1.0	56.3	1403.0	341.7	0.000	0.0	0.0
