Model	Date	Time	WxFile	Long	Lat	JdStart	DysToOut	Month	Day	Year	dd	ddbZero	FruWgt	fruNum	Bloomday	BloomYr	DDBSum	ChillHD	PrcpYrSum	TempIncr	ddbMinus10	ddbMinus83
OliveGIS	30set19	17:41:12	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1411_210_ESP.txt	-7.3750	37.6250	1	10592	12	30	2008	2648.7	0.0	8546.8	9008.5	    93.0	     1.0	24.4	2124.1	515.9	0.000	0.0	0.0
OliveGIS	30set19	17:41:16	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1411_211_ESP.txt	-7.3750	37.3750	1	10592	12	30	2008	2643.3	0.0	8541.8	8879.1	    92.0	     1.0	24.7	2074.3	523.6	0.000	0.0	0.0
OliveGIS	30set19	17:41:21	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1412_209_ESP.txt	-7.1250	37.8750	1	10592	12	30	2008	2635.6	0.0	8075.5	8505.7	    99.0	     1.0	37.6	2429.2	569.0	0.000	0.0	0.0
OliveGIS	30set19	17:41:26	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1412_210_ESP.txt	-7.1250	37.6250	1	10592	12	30	2008	2652.9	0.0	8021.3	8454.5	    95.0	     1.0	28.2	2160.8	559.5	0.000	0.0	0.0
OliveGIS	30set19	17:41:32	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1412_211_ESP.txt	-7.1250	37.3750	1	10592	12	30	2008	2641.4	0.0	8684.0	9056.6	    93.0	     1.0	28.4	2032.7	534.6	0.000	0.0	0.0
OliveGIS	30set19	17:41:36	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1413_208_ESP.txt	-6.8750	38.1250	1	10592	12	30	2008	2629.5	0.0	7697.4	8089.7	   110.0	     1.0	66.1	2615.9	614.4	0.000	0.0	0.0
OliveGIS	30set19	17:41:40	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1413_209_ESP.txt	-6.8750	37.8750	1	10592	12	30	2008	2636.4	0.0	7824.1	8247.8	    97.0	     1.0	40.3	2366.6	677.8	0.000	0.0	0.0
OliveGIS	30set19	17:41:49	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1413_210_ESP.txt	-6.8750	37.6250	1	10592	12	30	2008	2654.8	0.0	8430.1	8915.9	    92.0	     1.0	28.1	2017.3	682.8	0.000	0.0	0.0
OliveGIS	30set19	17:41:54	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1413_211_ESP.txt	-6.8750	37.3750	1	10592	12	30	2008	2654.8	0.0	8853.1	9223.9	    91.0	     1.0	27.7	1959.4	585.1	0.000	0.0	0.0
OliveGIS	30set19	17:42:01	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1414_209_ESP.txt	-6.6250	37.8750	1	10592	12	30	2008	2633.5	0.0	8803.9	9252.3	   101.0	     1.0	49.2	2483.8	692.4	0.000	0.0	0.0
