Model	Date	Time	WxFile	Long	Lat	JdStart	DysToOut	Month	Day	Year	dd	ddbZero	FruWgt	fruNum	Bloomday	BloomYr	DDBSum	ChillHD	PrcpYrSum	TempIncr	ddbMinus10	ddbMinus83
OliveGIS	30set19	17:41:09	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1411_210_ESP.txt	-7.3750	37.6250	1	8036	12	31	2001	2644.9	0.0	1366.3	1420.8	    98.0	     1.0	29.9	2097.1	679.5	0.000	0.0	0.0
OliveGIS	30set19	17:41:15	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1411_211_ESP.txt	-7.3750	37.3750	1	8036	12	31	2001	2651.9	0.0	8796.7	9006.0	    98.0	     1.0	27.9	2123.6	623.6	0.000	0.0	0.0
OliveGIS	30set19	17:41:20	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1412_209_ESP.txt	-7.1250	37.8750	1	8036	12	31	2001	2641.6	0.0	1895.5	1948.8	   104.0	     1.0	42.4	2390.0	717.3	0.000	0.0	0.0
OliveGIS	30set19	17:41:25	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1412_210_ESP.txt	-7.1250	37.6250	1	8036	12	31	2001	2641.5	0.0	1704.9	1768.9	   100.0	     1.0	34.2	2113.8	739.4	0.000	0.0	0.0
OliveGIS	30set19	17:41:31	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1412_211_ESP.txt	-7.1250	37.3750	1	8036	12	31	2001	2651.7	0.0	8687.5	8915.6	    98.0	     1.0	31.5	2093.0	641.4	0.000	0.0	0.0
OliveGIS	30set19	17:41:35	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1413_208_ESP.txt	-6.8750	38.1250	1	8036	12	31	2001	2626.7	0.0	6837.4	7122.5	   109.0	     1.0	60.5	2436.5	762.2	0.000	0.0	0.0
OliveGIS	30set19	17:41:39	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1413_209_ESP.txt	-6.8750	37.8750	1	8036	12	31	2001	2637.0	0.0	2059.4	2134.0	   102.0	     1.0	40.7	2272.3	835.7	0.000	0.0	0.0
OliveGIS	30set19	17:41:48	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1413_210_ESP.txt	-6.8750	37.6250	1	8036	12	31	2001	2647.5	0.0	8839.1	9278.2	    96.0	     1.0	30.0	1926.1	888.7	0.000	0.0	0.0
OliveGIS	30set19	17:41:53	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1413_211_ESP.txt	-6.8750	37.3750	1	8036	12	31	2001	2649.2	0.0	9218.3	9536.3	    96.0	     1.0	26.5	1915.0	704.5	0.000	0.0	0.0
OliveGIS	30set19	17:42:00	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1414_209_ESP.txt	-6.6250	37.8750	1	8036	12	31	2001	2630.6	0.0	1898.6	1959.0	   105.0	     1.0	49.2	2356.1	873.8	0.000	0.0	0.0
OliveGIS	30set19	17:42:05	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1414_210_ESP.txt	-6.6250	37.6250	1	8036	12	31	2001	2649.6	0.0	8451.1	8856.5	    98.0	     1.0	34.7	1983.0	879.4	0.000	0.0	0.0
