Model	Date	Time	WxFile	Long	Lat	JdStart	DysToOut	Month	Day	Year	dd	ddbZero	FruWgt	fruNum	Bloomday	BloomYr	DDBSum	ChillHD	PrcpYrSum	TempIncr	ddbMinus10	ddbMinus83
OliveGIS	30set19	17:41:06	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1411_210_ESP.txt	-7.3750	37.6250	1	2192	12	31	1985	2626.1	1.6	8114.9	8406.1	   107.0	     1.0	82.3	2113.0	536.4	0.000	0.0	0.0
OliveGIS	30set19	17:41:13	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1411_211_ESP.txt	-7.3750	37.3750	1	2192	12	31	1985	2626.0	1.0	8888.1	9173.5	   105.0	     1.0	74.7	1942.2	490.3	0.000	0.0	0.0
OliveGIS	30set19	17:41:17	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1412_209_ESP.txt	-7.1250	37.8750	1	2192	12	31	1985	2611.9	2.3	6501.5	6689.4	   118.0	     1.0	106.7	2370.5	572.3	0.000	0.0	0.0
OliveGIS	30set19	17:41:22	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1412_210_ESP.txt	-7.1250	37.6250	1	2192	12	31	1985	2628.6	1.7	7824.9	8104.0	   109.0	     1.0	89.7	2155.2	587.2	0.000	0.0	0.0
OliveGIS	30set19	17:41:28	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1412_211_ESP.txt	-7.1250	37.3750	1	2192	12	31	1985	2618.4	1.4	8799.8	9126.8	   106.0	     1.0	81.8	1924.7	494.1	0.000	0.0	0.0
OliveGIS	30set19	17:41:33	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1413_208_ESP.txt	-6.8750	38.1250	1	2192	12	31	1985	2622.2	3.8	5962.5	6127.1	   124.0	     1.0	147.7	2428.5	662.3	0.000	0.0	0.0
OliveGIS	30set19	17:41:37	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1413_209_ESP.txt	-6.8750	37.8750	1	2192	12	31	1985	2614.4	2.1	7587.7	7877.6	   111.0	     1.0	105.9	2222.5	694.8	0.000	0.0	0.0
OliveGIS	30set19	17:41:42	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1413_210_ESP.txt	-6.8750	37.6250	1	2192	12	31	1985	2620.8	1.4	9038.6	9464.4	   105.0	     1.0	85.0	1956.5	736.5	0.000	0.0	0.0
OliveGIS	30set19	17:41:50	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1413_211_ESP.txt	-6.8750	37.3750	1	2192	12	31	1985	2635.5	1.2	9100.0	9585.9	   103.0	     1.0	75.2	1692.5	565.5	0.000	0.0	0.0
OliveGIS	30set19	17:41:57	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1414_209_ESP.txt	-6.6250	37.8750	1	2192	12	31	1985	2613.2	2.5	6511.7	6737.8	   119.0	     1.0	121.4	2309.8	733.9	0.000	0.0	0.0
OliveGIS	30set19	17:42:02	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1414_210_ESP.txt	-6.6250	37.6250	1	2192	12	31	1985	2611.8	1.6	8210.3	8609.4	   107.0	     1.0	93.5	1998.3	731.9	0.000	0.0	0.0
OliveGIS	30set19	17:42:07	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1414_211_ESP.txt	-6.6250	37.3750	1	2192	12	31	1985	2636.1	1.7	8799.5	9324.3	   104.0	     1.0	84.8	1668.4	558.0	0.000	0.0	0.0
OliveGIS	30set19	17:42:12	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1414_212_ESP.txt	-6.6250	37.1250	1	2192	12	31	1985	2633.9	0.0	9353.3	9738.1	    93.0	     1.0	33.6	1533.5	483.3	0.000	0.0	0.0
OliveGIS	30set19	17:42:17	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1415_209_ESP.txt	-6.3750	37.8750	1	2192	12	31	1985	2617.2	3.4	6913.6	7194.3	   120.0	     1.0	137.8	2240.5	657.9	0.000	0.0	0.0
OliveGIS	30set19	17:42:22	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1415_210_ESP.txt	-6.3750	37.6250	1	2192	12	31	1985	2621.0	2.2	7771.6	8201.5	   108.0	     1.0	105.5	1926.6	637.0	0.000	0.0	0.0
OliveGIS	30set19	17:42:27	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1415_211_ESP.txt	-6.3750	37.3750	1	2192	12	31	1985	2632.1	1.0	9932.5	10821.7	    98.0	     1.0	72.2	1405.3	567.3	0.000	0.0	0.0
OliveGIS	30set19	17:42:32	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1415_212_ESP.txt	-6.3750	37.1250	1	2192	12	31	1985	2635.3	0.1	9355.0	9938.3	    91.0	     1.0	36.5	1248.3	526.1	0.000	0.0	0.0
OliveGIS	30set19	17:42:38	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1415_213_ESP.txt	-6.3750	36.8750	1	2192	12	31	1985	2642.3	0.1	9909.8	10335.1	    95.0	     1.0	39.5	1366.8	542.6	0.000	0.0	0.0
OliveGIS	30set19	17:42:43	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1416_209_ESP.txt	-6.1250	37.8750	1	2192	12	31	1985	2613.0	3.7	7034.1	7327.5	   120.0	     1.0	142.8	2163.5	649.2	0.000	0.0	0.0
OliveGIS	30set19	17:42:48	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1416_210_ESP.txt	-6.1250	37.6250	1	2192	12	31	1985	2621.9	2.2	8071.4	8531.8	   107.0	     1.0	108.8	1857.3	603.3	0.000	0.0	0.0
OliveGIS	30set19	17:42:53	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1416_211_ESP.txt	-6.1250	37.3750	1	2192	12	31	1985	2638.0	1.5	9467.5	10385.2	    99.0	     1.0	83.0	1357.2	539.8	0.000	0.0	0.0
OliveGIS	30set19	17:42:59	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1416_212_ESP.txt	-6.1250	37.1250	1	2192	12	31	1985	2628.3	0.6	9236.1	9931.9	    93.0	     1.0	56.8	1200.3	525.2	0.000	0.0	0.0
OliveGIS	30set19	17:43:05	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1416_213_ESP.txt	-6.1250	36.8750	1	2192	12	31	1985	2635.8	1.1	10386.8	11011.9	    97.0	     1.0	68.8	1271.4	532.8	0.000	0.0	0.0
OliveGIS	30set19	17:43:10	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1416_214_ESP.txt	-6.1250	36.6250	1	2192	12	31	1985	2635.1	0.3	10161.9	10511.2	    95.0	     1.0	43.2	1492.5	525.0	0.000	0.0	0.0
OliveGIS	30set19	17:43:15	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1416_215_ESP.txt	-6.1250	36.3750	1	2192	12	31	1985	2627.5	0.6	9456.7	10017.0	   101.0	     1.0	62.0	1434.4	473.6	0.000	0.0	0.0
OliveGIS	30set19	17:43:20	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1417_208_ESP.txt	-5.8750	38.1250	1	2192	12	31	1985	2611.6	6.7	5866.8	6133.0	   129.0	     1.0	191.4	2226.6	559.4	0.000	0.0	0.0
OliveGIS	30set19	17:43:25	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1417_209_ESP.txt	-5.8750	37.8750	1	2192	12	31	1985	2610.7	4.3	7149.0	7508.3	   118.0	     1.0	148.3	2082.9	631.6	0.000	0.0	0.0
OliveGIS	30set19	17:43:30	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1417_210_ESP.txt	-5.8750	37.6250	1	2192	12	31	1985	2634.0	2.5	8449.8	8982.4	   107.0	     1.0	114.6	1826.9	562.4	0.000	0.0	0.0
OliveGIS	30set19	17:43:35	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1417_211_ESP.txt	-5.8750	37.3750	1	2192	12	31	1985	2637.2	1.1	9954.5	10984.0	    97.0	     1.0	80.1	1270.2	536.3	0.000	0.0	0.0
OliveGIS	30set19	17:43:41	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1417_212_ESP.txt	-5.8750	37.1250	1	2192	12	31	1985	2635.0	0.7	9595.2	10377.7	    94.0	     1.0	65.4	1234.4	521.8	0.000	0.0	0.0
OliveGIS	30set19	17:43:46	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1417_213_ESP.txt	-5.8750	36.8750	1	2192	12	31	1985	2616.6	1.0	10039.2	10638.6	    98.0	     1.0	69.1	1423.6	459.6	0.000	0.0	0.0
OliveGIS	30set19	17:43:52	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1417_214_ESP.txt	-5.8750	36.6250	1	2192	12	31	1985	2628.4	0.4	10301.1	10668.6	    95.0	     1.0	42.8	1563.3	553.8	0.000	0.0	0.0
OliveGIS	30set19	17:43:57	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1417_215_ESP.txt	-5.8750	36.3750	1	2192	12	31	1985	2624.2	0.1	9969.0	10162.6	    96.0	     1.0	33.3	1868.8	541.1	0.000	0.0	0.0
OliveGIS	30set19	17:44:02	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1418_208_ESP.txt	-5.6250	38.1250	1	2192	12	31	1985	2609.5	6.6	6050.9	6384.5	   127.0	     1.0	188.6	2140.7	575.1	0.000	0.0	0.0
OliveGIS	30set19	17:44:07	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1418_209_ESP.txt	-5.6250	37.8750	1	2192	12	31	1985	2611.4	4.2	7668.5	8120.1	   116.0	     1.0	145.1	1974.8	612.3	0.000	0.0	0.0
OliveGIS	30set19	17:44:12	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1418_210_ESP.txt	-5.6250	37.6250	1	2192	12	31	1985	2622.0	2.7	8743.0	9325.2	   106.0	     1.0	116.4	1744.1	562.4	0.000	0.0	0.0
OliveGIS	30set19	17:44:17	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1418_211_ESP.txt	-5.6250	37.3750	1	2192	12	31	1985	2620.8	1.3	9850.0	10845.2	    98.0	     1.0	88.4	1345.5	546.2	0.000	0.0	0.0
OliveGIS	30set19	17:44:23	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1418_212_ESP.txt	-5.6250	37.1250	1	2192	12	31	1985	2633.4	1.0	9665.5	10368.9	    98.0	     1.0	82.3	1527.4	525.2	0.000	0.0	0.0
OliveGIS	30set19	17:44:28	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1418_213_ESP.txt	-5.6250	36.8750	1	2192	12	31	1985	2624.6	1.4	8640.4	8976.8	   106.0	     1.0	90.7	1799.9	482.7	0.000	0.0	0.0
OliveGIS	30set19	17:44:34	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1418_214_ESP.txt	-5.6250	36.6250	1	2192	12	31	1985	2623.6	0.5	8997.1	9229.0	   101.0	     1.0	56.3	1859.5	613.1	0.000	0.0	0.0
OliveGIS	30set19	17:44:39	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1418_215_ESP.txt	-5.6250	36.3750	1	2192	12	31	1985	2630.4	0.2	9038.2	9148.1	   101.0	     1.0	42.6	2065.9	688.5	0.000	0.0	0.0
OliveGIS	30set19	17:44:46	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1418_216_ESP.txt	-5.6250	36.1250	1	2192	12	31	1985	2635.1	0.0	9351.9	9478.0	    92.0	     1.0	9.2	2008.1	477.5	0.000	0.0	0.0
OliveGIS	30set19	17:44:52	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1419_207_ESP.txt	-5.3750	38.3750	1	2192	12	31	1985	2604.6	9.4	6035.2	6360.8	   136.0	     1.0	235.5	2161.3	474.1	0.000	0.0	0.0
OliveGIS	30set19	17:44:57	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1419_208_ESP.txt	-5.3750	38.1250	1	2192	12	31	1985	2612.4	7.7	6128.2	6520.8	   129.0	     1.0	202.0	2040.1	511.9	0.000	0.0	0.0
OliveGIS	30set19	17:45:02	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1419_209_ESP.txt	-5.3750	37.8750	1	2192	12	31	1985	2618.4	2.9	7820.3	8498.4	   108.0	     1.0	124.6	1725.4	573.9	0.000	0.0	0.0
OliveGIS	30set19	17:45:08	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1419_210_ESP.txt	-5.3750	37.6250	1	2192	12	31	1985	2623.5	1.8	9301.4	10137.1	   101.0	     1.0	102.7	1536.8	509.6	0.000	0.0	0.0
OliveGIS	30set19	17:45:14	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1419_211_ESP.txt	-5.3750	37.3750	1	2192	12	31	1985	2620.1	1.2	9587.5	10440.7	    99.0	     1.0	91.2	1415.6	482.2	0.000	0.0	0.0
OliveGIS	30set19	17:45:20	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1419_212_ESP.txt	-5.3750	37.1250	1	2192	12	31	1985	2625.7	1.2	8328.7	8749.9	   104.0	     1.0	97.0	1799.7	493.7	0.000	0.0	0.0
OliveGIS	30set19	17:45:26	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1419_213_ESP.txt	-5.3750	36.8750	1	2192	12	31	1985	2616.2	4.6	5431.0	5391.5	   136.0	     1.0	177.6	2705.0	424.2	0.000	0.0	0.0
OliveGIS	30set19	17:45:31	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1419_214_ESP.txt	-5.3750	36.6250	1	2192	12	31	1985	2611.5	1.9	5462.9	5414.8	   125.0	     1.0	117.7	2813.1	517.2	0.000	0.0	0.0
OliveGIS	30set19	17:45:35	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1419_215_ESP.txt	-5.3750	36.3750	1	2192	12	31	1985	2634.5	0.4	8795.6	8896.6	   102.0	     1.0	47.4	2037.8	491.3	0.000	0.0	0.0
OliveGIS	30set19	17:45:41	D:\wx_medgold\wx_agmerra_andalusia\agmerra_1420_206_ESP.txt	-5.1250	38.6250	1	2192	12	31	1985	2609.2	7.7	5820.8	6265.0	   133.0	     1.0	215.4	2069.0	472.0	0.000	0.0	0.0
