cat	x	y	lon	lat	country	state
446249	1013	883	-78.8	1.8	COL	NA
446250	1013	884	-78.8	1.7	COL	NA
446251	1013	885	-78.8	1.6	COL	NA
446252	1013	886	-78.8	1.5	COL	NA
446947	1014	883	-78.7	1.8	COL	NA
446948	1014	884	-78.7	1.7	COL	NA
446949	1014	885	-78.7	1.6	COL	NA
446950	1014	886	-78.7	1.5	COL	NA
446951	1014	887	-78.7	1.4	COL	NA
447680	1015	878	-78.6	2.3	COL	NA
447681	1015	879	-78.6	2.2	COL	NA
447682	1015	880	-78.6	2.1	COL	NA
447686	1015	884	-78.6	1.7	COL	NA
447687	1015	885	-78.6	1.6	COL	NA
447688	1015	886	-78.6	1.5	COL	NA
447689	1015	887	-78.6	1.4	COL	NA
447690	1015	888	-78.6	1.3	COL	NA
448423	1016	877	-78.5	2.4	COL	NA
448424	1016	878	-78.5	2.3	COL	NA
448425	1016	879	-78.5	2.2	COL	NA
448426	1016	880	-78.5	2.1	COL	NA
448427	1016	881	-78.5	2.0	COL	NA
448428	1016	882	-78.5	1.9	COL	NA
448429	1016	883	-78.5	1.8	COL	NA
448430	1016	884	-78.5	1.7	COL	NA
448431	1016	885	-78.5	1.6	COL	NA
448432	1016	886	-78.5	1.5	COL	NA
448433	1016	887	-78.5	1.4	COL	NA
448434	1016	888	-78.5	1.3	COL	NA
448435	1016	889	-78.5	1.2	COL	NA
449165	1017	875	-78.4	2.6	COL	NA
449166	1017	876	-78.4	2.5	COL	NA
449167	1017	877	-78.4	2.4	COL	NA
449168	1017	878	-78.4	2.3	COL	NA
449169	1017	879	-78.4	2.2	COL	NA
449170	1017	880	-78.4	2.1	COL	NA
449171	1017	881	-78.4	2.0	COL	NA
449172	1017	882	-78.4	1.9	COL	NA
449173	1017	883	-78.4	1.8	COL	NA
449174	1017	884	-78.4	1.7	COL	NA
449175	1017	885	-78.4	1.6	COL	NA
449176	1017	886	-78.4	1.5	COL	NA
449177	1017	887	-78.4	1.4	COL	NA
449178	1017	888	-78.4	1.3	COL	NA
449179	1017	889	-78.4	1.2	COL	NA
449934	1018	876	-78.3	2.5	COL	NA
449935	1018	877	-78.3	2.4	COL	NA
449936	1018	878	-78.3	2.3	COL	NA
449937	1018	879	-78.3	2.2	COL	NA
449938	1018	880	-78.3	2.1	COL	NA
449939	1018	881	-78.3	2.0	COL	NA
449940	1018	882	-78.3	1.9	COL	NA
449941	1018	883	-78.3	1.8	COL	NA
449942	1018	884	-78.3	1.7	COL	NA
449943	1018	885	-78.3	1.6	COL	NA
449944	1018	886	-78.3	1.5	COL	NA
449945	1018	887	-78.3	1.4	COL	NA
449946	1018	888	-78.3	1.3	COL	NA
449947	1018	889	-78.3	1.2	COL	NA
449948	1018	890	-78.3	1.1	COL	NA
450706	1019	875	-78.2	2.6	COL	NA
450707	1019	876	-78.2	2.5	COL	NA
450708	1019	877	-78.2	2.4	COL	NA
450709	1019	878	-78.2	2.3	COL	NA
450710	1019	879	-78.2	2.2	COL	NA
450711	1019	880	-78.2	2.1	COL	NA
450712	1019	881	-78.2	2.0	COL	NA
450713	1019	882	-78.2	1.9	COL	NA
450714	1019	883	-78.2	1.8	COL	NA
450715	1019	884	-78.2	1.7	COL	NA
450716	1019	885	-78.2	1.6	COL	NA
450717	1019	886	-78.2	1.5	COL	NA
450718	1019	887	-78.2	1.4	COL	NA
450719	1019	888	-78.2	1.3	COL	NA
450720	1019	889	-78.2	1.2	COL	NA
450721	1019	890	-78.2	1.1	COL	NA
450722	1019	891	-78.2	1.0	COL	NA
451480	1020	876	-78.1	2.5	COL	NA
451481	1020	877	-78.1	2.4	COL	NA
451482	1020	878	-78.1	2.3	COL	NA
451483	1020	879	-78.1	2.2	COL	NA
451484	1020	880	-78.1	2.1	COL	NA
451485	1020	881	-78.1	2.0	COL	NA
451486	1020	882	-78.1	1.9	COL	NA
451487	1020	883	-78.1	1.8	COL	NA
451488	1020	884	-78.1	1.7	COL	NA
451489	1020	885	-78.1	1.6	COL	NA
451490	1020	886	-78.1	1.5	COL	NA
451491	1020	887	-78.1	1.4	COL	NA
451492	1020	888	-78.1	1.3	COL	NA
451493	1020	889	-78.1	1.2	COL	NA
451494	1020	890	-78.1	1.1	COL	NA
451495	1020	891	-78.1	1.0	COL	NA
452271	1021	875	-78.0	2.6	COL	CA
452272	1021	876	-78.0	2.5	COL	NA
452273	1021	877	-78.0	2.4	COL	NA
452274	1021	878	-78.0	2.3	COL	NA
452275	1021	879	-78.0	2.2	COL	NA
452276	1021	880	-78.0	2.1	COL	NA
452277	1021	881	-78.0	2.0	COL	NA
452278	1021	882	-78.0	1.9	COL	NA
452279	1021	883	-78.0	1.8	COL	NA
452280	1021	884	-78.0	1.7	COL	NA
452281	1021	885	-78.0	1.6	COL	NA
452282	1021	886	-78.0	1.5	COL	NA
452283	1021	887	-78.0	1.4	COL	NA
452284	1021	888	-78.0	1.3	COL	NA
452285	1021	889	-78.0	1.2	COL	NA
452286	1021	890	-78.0	1.1	COL	NA
452287	1021	891	-78.0	1.0	COL	NA
452288	1021	892	-78.0	0.9	COL	NA
453067	1022	876	-77.9	2.5	COL	CA
453068	1022	877	-77.9	2.4	COL	CA
453069	1022	878	-77.9	2.3	COL	CA
453070	1022	879	-77.9	2.2	COL	NA
453071	1022	880	-77.9	2.1	COL	NA
453072	1022	881	-77.9	2.0	COL	NA
453073	1022	882	-77.9	1.9	COL	NA
453074	1022	883	-77.9	1.8	COL	NA
453075	1022	884	-77.9	1.7	COL	NA
453076	1022	885	-77.9	1.6	COL	NA
453077	1022	886	-77.9	1.5	COL	NA
453078	1022	887	-77.9	1.4	COL	NA
453079	1022	888	-77.9	1.3	COL	NA
453080	1022	889	-77.9	1.2	COL	NA
453081	1022	890	-77.9	1.1	COL	NA
453082	1022	891	-77.9	1.0	COL	NA
453083	1022	892	-77.9	0.9	COL	NA
453852	1023	827	-77.8	7.4	COL	CH
453853	1023	828	-77.8	7.3	COL	CH
453854	1023	829	-77.8	7.2	COL	CH
453861	1023	875	-77.8	2.6	COL	CA
453862	1023	876	-77.8	2.5	COL	CA
453863	1023	877	-77.8	2.4	COL	CA
453864	1023	878	-77.8	2.3	COL	CA
453865	1023	879	-77.8	2.2	COL	CA
453866	1023	880	-77.8	2.1	COL	NA
453867	1023	881	-77.8	2.0	COL	NA
453868	1023	882	-77.8	1.9	COL	NA
453869	1023	883	-77.8	1.8	COL	NA
453870	1023	884	-77.8	1.7	COL	NA
453871	1023	885	-77.8	1.6	COL	NA
453872	1023	886	-77.8	1.5	COL	NA
453873	1023	887	-77.8	1.4	COL	NA
453874	1023	888	-77.8	1.3	COL	NA
453875	1023	889	-77.8	1.2	COL	NA
453876	1023	890	-77.8	1.1	COL	NA
453877	1023	891	-77.8	1.0	COL	NA
453878	1023	892	-77.8	0.9	COL	NA
454660	1024	825	-77.7	7.6	COL	CH
454661	1024	826	-77.7	7.5	COL	CH
454662	1024	827	-77.7	7.4	COL	CH
454663	1024	828	-77.7	7.3	COL	CH
454664	1024	829	-77.7	7.2	COL	CH
454665	1024	830	-77.7	7.1	COL	CH
454675	1024	871	-77.7	3.0	COL	CA
454676	1024	872	-77.7	2.9	COL	CA
454678	1024	874	-77.7	2.7	COL	CA
454679	1024	875	-77.7	2.6	COL	CA
454680	1024	876	-77.7	2.5	COL	CA
454681	1024	877	-77.7	2.4	COL	CA
454682	1024	878	-77.7	2.3	COL	CA
454683	1024	879	-77.7	2.2	COL	CA
454684	1024	880	-77.7	2.1	COL	NA
454685	1024	881	-77.7	2.0	COL	NA
454686	1024	882	-77.7	1.9	COL	NA
454687	1024	883	-77.7	1.8	COL	NA
454688	1024	884	-77.7	1.7	COL	NA
454689	1024	885	-77.7	1.6	COL	NA
454690	1024	886	-77.7	1.5	COL	NA
454691	1024	887	-77.7	1.4	COL	NA
454692	1024	888	-77.7	1.3	COL	NA
454693	1024	889	-77.7	1.2	COL	NA
454694	1024	890	-77.7	1.1	COL	NA
454695	1024	891	-77.7	1.0	COL	NA
454696	1024	892	-77.7	0.9	COL	NA
455487	1025	826	-77.6	7.5	COL	CH
455488	1025	827	-77.6	7.4	COL	CH
455489	1025	828	-77.6	7.3	COL	CH
455490	1025	829	-77.6	7.2	COL	CH
455491	1025	830	-77.6	7.1	COL	CH
455492	1025	831	-77.6	7.0	COL	CH
455493	1025	832	-77.6	6.9	COL	CH
455500	1025	870	-77.6	3.1	COL	CA
455501	1025	871	-77.6	3.0	COL	CA
455502	1025	872	-77.6	2.9	COL	CA
455503	1025	873	-77.6	2.8	COL	CA
455504	1025	874	-77.6	2.7	COL	CA
455505	1025	875	-77.6	2.6	COL	CA
455506	1025	876	-77.6	2.5	COL	CA
455507	1025	877	-77.6	2.4	COL	CA
455508	1025	878	-77.6	2.3	COL	CA
455509	1025	879	-77.6	2.2	COL	CA
455510	1025	880	-77.6	2.1	COL	NA
455511	1025	881	-77.6	2.0	COL	NA
455512	1025	882	-77.6	1.9	COL	NA
455513	1025	883	-77.6	1.8	COL	NA
455514	1025	884	-77.6	1.7	COL	NA
455515	1025	885	-77.6	1.6	COL	NA
455516	1025	886	-77.6	1.5	COL	NA
455517	1025	887	-77.6	1.4	COL	NA
455518	1025	888	-77.6	1.3	COL	NA
455519	1025	889	-77.6	1.2	COL	NA
455520	1025	890	-77.6	1.1	COL	NA
455521	1025	891	-77.6	1.0	COL	NA
455522	1025	892	-77.6	0.9	COL	NA
455523	1025	893	-77.6	0.8	COL	NA
455524	1025	894	-77.6	0.7	COL	NA
456313	1026	826	-77.5	7.5	COL	CH
456314	1026	827	-77.5	7.4	COL	CH
456315	1026	828	-77.5	7.3	COL	CH
456316	1026	829	-77.5	7.2	COL	CH
456317	1026	830	-77.5	7.1	COL	CH
456318	1026	831	-77.5	7.0	COL	CH
456319	1026	832	-77.5	6.9	COL	CH
456320	1026	833	-77.5	6.8	COL	CH
456325	1026	869	-77.5	3.2	COL	CA
456326	1026	870	-77.5	3.1	COL	CA
456327	1026	871	-77.5	3.0	COL	CA
456328	1026	872	-77.5	2.9	COL	CA
456329	1026	873	-77.5	2.8	COL	CA
456330	1026	874	-77.5	2.7	COL	CA
456331	1026	875	-77.5	2.6	COL	CA
456332	1026	876	-77.5	2.5	COL	CA
456333	1026	877	-77.5	2.4	COL	CA
456334	1026	878	-77.5	2.3	COL	CA
456335	1026	879	-77.5	2.2	COL	NA
456336	1026	880	-77.5	2.1	COL	NA
456337	1026	881	-77.5	2.0	COL	NA
456338	1026	882	-77.5	1.9	COL	NA
456339	1026	883	-77.5	1.8	COL	NA
456340	1026	884	-77.5	1.7	COL	NA
456341	1026	885	-77.5	1.6	COL	NA
456342	1026	886	-77.5	1.5	COL	NA
456343	1026	887	-77.5	1.4	COL	NA
456344	1026	888	-77.5	1.3	COL	NA
456345	1026	889	-77.5	1.2	COL	NA
456346	1026	890	-77.5	1.1	COL	NA
456347	1026	891	-77.5	1.0	COL	NA
456348	1026	892	-77.5	0.9	COL	NA
456349	1026	893	-77.5	0.8	COL	NA
456350	1026	894	-77.5	0.7	COL	NA
457115	1027	815	-77.4	8.6	COL	CH
457116	1027	816	-77.4	8.5	COL	CH
457125	1027	825	-77.4	7.6	COL	CH
457126	1027	826	-77.4	7.5	COL	CH
457127	1027	827	-77.4	7.4	COL	CH
457128	1027	828	-77.4	7.3	COL	CH
457129	1027	829	-77.4	7.2	COL	CH
457130	1027	830	-77.4	7.1	COL	CH
457131	1027	831	-77.4	7.0	COL	CH
457132	1027	832	-77.4	6.9	COL	CH
457133	1027	833	-77.4	6.8	COL	CH
457134	1027	834	-77.4	6.7	COL	CH
457139	1027	839	-77.4	6.2	COL	CH
457140	1027	840	-77.4	6.1	COL	CH
457145	1027	845	-77.4	5.6	COL	CH
457146	1027	846	-77.4	5.5	COL	CH
457147	1027	847	-77.4	5.4	COL	CH
457158	1027	858	-77.4	4.3	COL	CH
457160	1027	860	-77.4	4.1	COL	VC
457161	1027	861	-77.4	4.0	COL	VC
457168	1027	868	-77.4	3.3	COL	VC
457169	1027	869	-77.4	3.2	COL	CA
457170	1027	870	-77.4	3.1	COL	CA
457171	1027	871	-77.4	3.0	COL	CA
457172	1027	872	-77.4	2.9	COL	CA
457173	1027	873	-77.4	2.8	COL	CA
457174	1027	874	-77.4	2.7	COL	CA
457175	1027	875	-77.4	2.6	COL	CA
457176	1027	876	-77.4	2.5	COL	CA
457177	1027	877	-77.4	2.4	COL	CA
457178	1027	878	-77.4	2.3	COL	CA
457179	1027	879	-77.4	2.2	COL	NA
457180	1027	880	-77.4	2.1	COL	NA
457181	1027	881	-77.4	2.0	COL	NA
457182	1027	882	-77.4	1.9	COL	NA
457183	1027	883	-77.4	1.8	COL	NA
457184	1027	884	-77.4	1.7	COL	NA
457185	1027	885	-77.4	1.6	COL	NA
457186	1027	886	-77.4	1.5	COL	NA
457187	1027	887	-77.4	1.4	COL	NA
457188	1027	888	-77.4	1.3	COL	NA
457189	1027	889	-77.4	1.2	COL	NA
457190	1027	890	-77.4	1.1	COL	NA
457191	1027	891	-77.4	1.0	COL	NA
457192	1027	892	-77.4	0.9	COL	NA
457193	1027	893	-77.4	0.8	COL	NA
457194	1027	894	-77.4	0.7	COL	NA
457195	1027	895	-77.4	0.6	COL	NA
457196	1027	896	-77.4	0.5	COL	NA
457197	1027	897	-77.4	0.4	COL	NA
457960	1028	816	-77.3	8.5	COL	CH
457961	1028	817	-77.3	8.4	COL	CH
457962	1028	818	-77.3	8.3	COL	CH
457966	1028	822	-77.3	7.9	COL	CH
457967	1028	823	-77.3	7.8	COL	CH
457968	1028	824	-77.3	7.7	COL	CH
457969	1028	825	-77.3	7.6	COL	CH
457970	1028	826	-77.3	7.5	COL	CH
457971	1028	827	-77.3	7.4	COL	CH
457972	1028	828	-77.3	7.3	COL	CH
457973	1028	829	-77.3	7.2	COL	CH
457974	1028	830	-77.3	7.1	COL	CH
457975	1028	831	-77.3	7.0	COL	CH
457976	1028	832	-77.3	6.9	COL	CH
457977	1028	833	-77.3	6.8	COL	CH
457978	1028	834	-77.3	6.7	COL	CH
457979	1028	835	-77.3	6.6	COL	CH
457980	1028	836	-77.3	6.5	COL	CH
457981	1028	837	-77.3	6.4	COL	CH
457982	1028	838	-77.3	6.3	COL	CH
457983	1028	839	-77.3	6.2	COL	CH
457984	1028	840	-77.3	6.1	COL	CH
457985	1028	841	-77.3	6.0	COL	CH
457986	1028	842	-77.3	5.9	COL	CH
457989	1028	845	-77.3	5.6	COL	CH
457990	1028	846	-77.3	5.5	COL	CH
457991	1028	847	-77.3	5.4	COL	CH
457992	1028	848	-77.3	5.3	COL	CH
457993	1028	849	-77.3	5.2	COL	CH
457994	1028	850	-77.3	5.1	COL	CH
457995	1028	851	-77.3	5.0	COL	CH
457996	1028	852	-77.3	4.9	COL	CH
457997	1028	853	-77.3	4.8	COL	CH
457998	1028	854	-77.3	4.7	COL	CH
457999	1028	855	-77.3	4.6	COL	CH
458000	1028	856	-77.3	4.5	COL	CH
458001	1028	857	-77.3	4.4	COL	CH
458002	1028	858	-77.3	4.3	COL	CH
458003	1028	859	-77.3	4.2	COL	CH
458004	1028	860	-77.3	4.1	COL	VC
458011	1028	867	-77.3	3.4	COL	VC
458012	1028	868	-77.3	3.3	COL	VC
458013	1028	869	-77.3	3.2	COL	VC
458014	1028	870	-77.3	3.1	COL	CA
458015	1028	871	-77.3	3.0	COL	CA
458016	1028	872	-77.3	2.9	COL	CA
458017	1028	873	-77.3	2.8	COL	CA
458018	1028	874	-77.3	2.7	COL	CA
458019	1028	875	-77.3	2.6	COL	CA
458020	1028	876	-77.3	2.5	COL	CA
458021	1028	877	-77.3	2.4	COL	CA
458022	1028	878	-77.3	2.3	COL	CA
458023	1028	879	-77.3	2.2	COL	CA
458024	1028	880	-77.3	2.1	COL	CA
458025	1028	881	-77.3	2.0	COL	NA
458026	1028	882	-77.3	1.9	COL	NA
458027	1028	883	-77.3	1.8	COL	CA
458028	1028	884	-77.3	1.7	COL	CA
458029	1028	885	-77.3	1.6	COL	NA
458030	1028	886	-77.3	1.5	COL	NA
458031	1028	887	-77.3	1.4	COL	NA
458032	1028	888	-77.3	1.3	COL	NA
458033	1028	889	-77.3	1.2	COL	NA
458034	1028	890	-77.3	1.1	COL	NA
458035	1028	891	-77.3	1.0	COL	NA
458036	1028	892	-77.3	0.9	COL	NA
458037	1028	893	-77.3	0.8	COL	NA
458038	1028	894	-77.3	0.7	COL	NA
458039	1028	895	-77.3	0.6	COL	NA
458040	1028	896	-77.3	0.5	COL	NA
458041	1028	897	-77.3	0.4	COL	NA
458803	1029	817	-77.2	8.4	COL	CH
458804	1029	818	-77.2	8.3	COL	CH
458805	1029	819	-77.2	8.2	COL	CH
458806	1029	820	-77.2	8.1	COL	CH
458807	1029	821	-77.2	8.0	COL	CH
458808	1029	822	-77.2	7.9	COL	CH
458809	1029	823	-77.2	7.8	COL	CH
458810	1029	824	-77.2	7.7	COL	CH
458811	1029	825	-77.2	7.6	COL	CH
458812	1029	826	-77.2	7.5	COL	CH
458813	1029	827	-77.2	7.4	COL	CH
458814	1029	828	-77.2	7.3	COL	CH
458815	1029	829	-77.2	7.2	COL	CH
458816	1029	830	-77.2	7.1	COL	CH
458817	1029	831	-77.2	7.0	COL	CH
458818	1029	832	-77.2	6.9	COL	CH
458819	1029	833	-77.2	6.8	COL	CH
458820	1029	834	-77.2	6.7	COL	CH
458821	1029	835	-77.2	6.6	COL	CH
458822	1029	836	-77.2	6.5	COL	CH
458823	1029	837	-77.2	6.4	COL	CH
458824	1029	838	-77.2	6.3	COL	CH
458825	1029	839	-77.2	6.2	COL	CH
458826	1029	840	-77.2	6.1	COL	CH
458827	1029	841	-77.2	6.0	COL	CH
458828	1029	842	-77.2	5.9	COL	CH
458829	1029	843	-77.2	5.8	COL	CH
458830	1029	844	-77.2	5.7	COL	CH
458831	1029	845	-77.2	5.6	COL	CH
458832	1029	846	-77.2	5.5	COL	CH
458833	1029	847	-77.2	5.4	COL	CH
458834	1029	848	-77.2	5.3	COL	CH
458835	1029	849	-77.2	5.2	COL	CH
458836	1029	850	-77.2	5.1	COL	CH
458837	1029	851	-77.2	5.0	COL	CH
458838	1029	852	-77.2	4.9	COL	CH
458839	1029	853	-77.2	4.8	COL	CH
458840	1029	854	-77.2	4.7	COL	CH
458841	1029	855	-77.2	4.6	COL	CH
458842	1029	856	-77.2	4.5	COL	CH
458843	1029	857	-77.2	4.4	COL	CH
458844	1029	858	-77.2	4.3	COL	CH
458845	1029	859	-77.2	4.2	COL	CH
458846	1029	860	-77.2	4.1	COL	VC
458847	1029	861	-77.2	4.0	COL	VC
458848	1029	862	-77.2	3.9	COL	VC
458851	1029	865	-77.2	3.6	COL	VC
458852	1029	866	-77.2	3.5	COL	VC
458853	1029	867	-77.2	3.4	COL	VC
458854	1029	868	-77.2	3.3	COL	VC
458855	1029	869	-77.2	3.2	COL	VC
458856	1029	870	-77.2	3.1	COL	CA
458857	1029	871	-77.2	3.0	COL	CA
458858	1029	872	-77.2	2.9	COL	CA
458859	1029	873	-77.2	2.8	COL	CA
458860	1029	874	-77.2	2.7	COL	CA
458861	1029	875	-77.2	2.6	COL	CA
458862	1029	876	-77.2	2.5	COL	CA
458863	1029	877	-77.2	2.4	COL	CA
458864	1029	878	-77.2	2.3	COL	CA
458865	1029	879	-77.2	2.2	COL	CA
458866	1029	880	-77.2	2.1	COL	CA
458867	1029	881	-77.2	2.0	COL	CA
458868	1029	882	-77.2	1.9	COL	CA
458869	1029	883	-77.2	1.8	COL	CA
458870	1029	884	-77.2	1.7	COL	CA
458871	1029	885	-77.2	1.6	COL	NA
458872	1029	886	-77.2	1.5	COL	NA
458873	1029	887	-77.2	1.4	COL	NA
458874	1029	888	-77.2	1.3	COL	NA
458875	1029	889	-77.2	1.2	COL	NA
458876	1029	890	-77.2	1.1	COL	NA
458877	1029	891	-77.2	1.0	COL	NA
458878	1029	892	-77.2	0.9	COL	NA
458879	1029	893	-77.2	0.8	COL	NA
458880	1029	894	-77.2	0.7	COL	PU
458881	1029	895	-77.2	0.6	COL	NA
458882	1029	896	-77.2	0.5	COL	NA
458883	1029	897	-77.2	0.4	COL	NA
459655	1030	818	-77.1	8.3	COL	CH
459656	1030	819	-77.1	8.2	COL	CH
459657	1030	820	-77.1	8.1	COL	CH
459658	1030	821	-77.1	8.0	COL	CH
459659	1030	822	-77.1	7.9	COL	CH
459660	1030	823	-77.1	7.8	COL	AN
459661	1030	824	-77.1	7.7	COL	CH
459662	1030	825	-77.1	7.6	COL	CH
459663	1030	826	-77.1	7.5	COL	CH
459664	1030	827	-77.1	7.4	COL	CH
459665	1030	828	-77.1	7.3	COL	CH
459666	1030	829	-77.1	7.2	COL	CH
459667	1030	830	-77.1	7.1	COL	CH
459668	1030	831	-77.1	7.0	COL	CH
459669	1030	832	-77.1	6.9	COL	CH
459670	1030	833	-77.1	6.8	COL	CH
459671	1030	834	-77.1	6.7	COL	CH
459672	1030	835	-77.1	6.6	COL	CH
459673	1030	836	-77.1	6.5	COL	CH
459674	1030	837	-77.1	6.4	COL	CH
459675	1030	838	-77.1	6.3	COL	CH
459676	1030	839	-77.1	6.2	COL	CH
459677	1030	840	-77.1	6.1	COL	CH
459678	1030	841	-77.1	6.0	COL	CH
459679	1030	842	-77.1	5.9	COL	CH
459680	1030	843	-77.1	5.8	COL	CH
459681	1030	844	-77.1	5.7	COL	CH
459682	1030	845	-77.1	5.6	COL	CH
459683	1030	846	-77.1	5.5	COL	CH
459684	1030	847	-77.1	5.4	COL	CH
459685	1030	848	-77.1	5.3	COL	CH
459686	1030	849	-77.1	5.2	COL	CH
459687	1030	850	-77.1	5.1	COL	CH
459688	1030	851	-77.1	5.0	COL	CH
459689	1030	852	-77.1	4.9	COL	CH
459690	1030	853	-77.1	4.8	COL	CH
459691	1030	854	-77.1	4.7	COL	CH
459692	1030	855	-77.1	4.6	COL	CH
459693	1030	856	-77.1	4.5	COL	CH
459694	1030	857	-77.1	4.4	COL	CH
459695	1030	858	-77.1	4.3	COL	CH
459696	1030	859	-77.1	4.2	COL	CH
459697	1030	860	-77.1	4.1	COL	VC
459698	1030	861	-77.1	4.0	COL	VC
459700	1030	863	-77.1	3.8	COL	VC
459701	1030	864	-77.1	3.7	COL	VC
459702	1030	865	-77.1	3.6	COL	VC
459703	1030	866	-77.1	3.5	COL	VC
459704	1030	867	-77.1	3.4	COL	VC
459705	1030	868	-77.1	3.3	COL	VC
459706	1030	869	-77.1	3.2	COL	VC
459707	1030	870	-77.1	3.1	COL	CA
459708	1030	871	-77.1	3.0	COL	CA
459709	1030	872	-77.1	2.9	COL	CA
459710	1030	873	-77.1	2.8	COL	CA
459711	1030	874	-77.1	2.7	COL	CA
459712	1030	875	-77.1	2.6	COL	CA
459713	1030	876	-77.1	2.5	COL	CA
459714	1030	877	-77.1	2.4	COL	CA
459715	1030	878	-77.1	2.3	COL	CA
459716	1030	879	-77.1	2.2	COL	CA
459717	1030	880	-77.1	2.1	COL	CA
459718	1030	881	-77.1	2.0	COL	CA
459719	1030	882	-77.1	1.9	COL	CA
459720	1030	883	-77.1	1.8	COL	CA
459721	1030	884	-77.1	1.7	COL	CA
459722	1030	885	-77.1	1.6	COL	NA
459723	1030	886	-77.1	1.5	COL	NA
459724	1030	887	-77.1	1.4	COL	NA
459725	1030	888	-77.1	1.3	COL	NA
459726	1030	889	-77.1	1.2	COL	NA
459727	1030	890	-77.1	1.1	COL	NA
459728	1030	891	-77.1	1.0	COL	NA
459729	1030	892	-77.1	0.9	COL	NA
459730	1030	893	-77.1	0.8	COL	PU
459731	1030	894	-77.1	0.7	COL	PU
459732	1030	895	-77.1	0.6	COL	PU
459733	1030	896	-77.1	0.5	COL	PU
459734	1030	897	-77.1	0.4	COL	NA
460507	1031	819	-77.0	8.2	COL	CH
460508	1031	820	-77.0	8.1	COL	CH
460509	1031	821	-77.0	8.0	COL	AN
460510	1031	822	-77.0	7.9	COL	AN
460511	1031	823	-77.0	7.8	COL	AN
460512	1031	824	-77.0	7.7	COL	AN
460513	1031	825	-77.0	7.6	COL	CH
460514	1031	826	-77.0	7.5	COL	CH
460515	1031	827	-77.0	7.4	COL	CH
460516	1031	828	-77.0	7.3	COL	CH
460517	1031	829	-77.0	7.2	COL	CH
460518	1031	830	-77.0	7.1	COL	CH
460519	1031	831	-77.0	7.0	COL	CH
460520	1031	832	-77.0	6.9	COL	CH
460521	1031	833	-77.0	6.8	COL	CH
460522	1031	834	-77.0	6.7	COL	CH
460523	1031	835	-77.0	6.6	COL	CH
460524	1031	836	-77.0	6.5	COL	CH
460525	1031	837	-77.0	6.4	COL	CH
460526	1031	838	-77.0	6.3	COL	CH
460527	1031	839	-77.0	6.2	COL	CH
460528	1031	840	-77.0	6.1	COL	CH
460529	1031	841	-77.0	6.0	COL	CH
460530	1031	842	-77.0	5.9	COL	CH
460531	1031	843	-77.0	5.8	COL	CH
460532	1031	844	-77.0	5.7	COL	CH
460533	1031	845	-77.0	5.6	COL	CH
460534	1031	846	-77.0	5.5	COL	CH
460535	1031	847	-77.0	5.4	COL	CH
460536	1031	848	-77.0	5.3	COL	CH
460537	1031	849	-77.0	5.2	COL	CH
460538	1031	850	-77.0	5.1	COL	CH
460539	1031	851	-77.0	5.0	COL	CH
460540	1031	852	-77.0	4.9	COL	CH
460541	1031	853	-77.0	4.8	COL	CH
460542	1031	854	-77.0	4.7	COL	CH
460543	1031	855	-77.0	4.6	COL	CH
460544	1031	856	-77.0	4.5	COL	CH
460545	1031	857	-77.0	4.4	COL	CH
460546	1031	858	-77.0	4.3	COL	CH
460547	1031	859	-77.0	4.2	COL	CH
460548	1031	860	-77.0	4.1	COL	VC
460549	1031	861	-77.0	4.0	COL	VC
460550	1031	862	-77.0	3.9	COL	VC
460551	1031	863	-77.0	3.8	COL	VC
460552	1031	864	-77.0	3.7	COL	VC
460553	1031	865	-77.0	3.6	COL	VC
460554	1031	866	-77.0	3.5	COL	VC
460555	1031	867	-77.0	3.4	COL	VC
460556	1031	868	-77.0	3.3	COL	VC
460557	1031	869	-77.0	3.2	COL	VC
460558	1031	870	-77.0	3.1	COL	CA
460559	1031	871	-77.0	3.0	COL	CA
460560	1031	872	-77.0	2.9	COL	CA
460561	1031	873	-77.0	2.8	COL	CA
460562	1031	874	-77.0	2.7	COL	CA
460563	1031	875	-77.0	2.6	COL	CA
460564	1031	876	-77.0	2.5	COL	CA
460565	1031	877	-77.0	2.4	COL	CA
460566	1031	878	-77.0	2.3	COL	CA
460567	1031	879	-77.0	2.2	COL	CA
460568	1031	880	-77.0	2.1	COL	CA
460569	1031	881	-77.0	2.0	COL	CA
460570	1031	882	-77.0	1.9	COL	CA
460571	1031	883	-77.0	1.8	COL	CA
460572	1031	884	-77.0	1.7	COL	NA
460573	1031	885	-77.0	1.6	COL	NA
460574	1031	886	-77.0	1.5	COL	NA
460575	1031	887	-77.0	1.4	COL	NA
460576	1031	888	-77.0	1.3	COL	NA
460577	1031	889	-77.0	1.2	COL	PU
460578	1031	890	-77.0	1.1	COL	PU
460579	1031	891	-77.0	1.0	COL	PU
460580	1031	892	-77.0	0.9	COL	PU
460581	1031	893	-77.0	0.8	COL	PU
460582	1031	894	-77.0	0.7	COL	PU
460583	1031	895	-77.0	0.6	COL	PU
460584	1031	896	-77.0	0.5	COL	PU
460585	1031	897	-77.0	0.4	COL	PU
460586	1031	898	-77.0	0.3	COL	PU
461349	1032	815	-76.9	8.6	COL	AN
461354	1032	820	-76.9	8.1	COL	AN
461356	1032	822	-76.9	7.9	COL	AN
461357	1032	823	-76.9	7.8	COL	AN
461358	1032	824	-76.9	7.7	COL	AN
461359	1032	825	-76.9	7.6	COL	AN
