cat	x	y	lon	lat	country	state
912653	1764	520	-3.7	38.1	ESP	AN
912654	1764	521	-3.7	38.0	ESP	AN
912655	1764	522	-3.7	37.9	ESP	AN
912656	1764	523	-3.7	37.8	ESP	AN
912657	1764	524	-3.7	37.7	ESP	AN
912658	1764	525	-3.7	37.6	ESP	AN
912659	1764	526	-3.7	37.5	ESP	AN
912660	1764	527	-3.7	37.4	ESP	AN
912661	1764	528	-3.7	37.3	ESP	AN
912662	1764	529	-3.7	37.2	ESP	AN
912663	1764	530	-3.7	37.1	ESP	AN
912664	1764	531	-3.7	37.0	ESP	AN
912665	1764	532	-3.7	36.9	ESP	AN
912666	1764	533	-3.7	36.8	ESP	AN
913329	1765	517	-3.6	38.4	ESP	AN
913330	1765	518	-3.6	38.3	ESP	AN
913331	1765	519	-3.6	38.2	ESP	AN
913332	1765	520	-3.6	38.1	ESP	AN
913333	1765	521	-3.6	38.0	ESP	AN
913334	1765	522	-3.6	37.9	ESP	AN
913335	1765	523	-3.6	37.8	ESP	AN
913336	1765	524	-3.6	37.7	ESP	AN
913337	1765	525	-3.6	37.6	ESP	AN
913338	1765	526	-3.6	37.5	ESP	AN
913339	1765	527	-3.6	37.4	ESP	AN
913340	1765	528	-3.6	37.3	ESP	AN
913341	1765	529	-3.6	37.2	ESP	AN
913342	1765	530	-3.6	37.1	ESP	AN
913343	1765	531	-3.6	37.0	ESP	AN
913344	1765	532	-3.6	36.9	ESP	AN
913345	1765	533	-3.6	36.8	ESP	AN
914016	1766	517	-3.5	38.4	ESP	AN
914017	1766	518	-3.5	38.3	ESP	AN
914018	1766	519	-3.5	38.2	ESP	AN
914019	1766	520	-3.5	38.1	ESP	AN
914020	1766	521	-3.5	38.0	ESP	AN
914021	1766	522	-3.5	37.9	ESP	AN
914022	1766	523	-3.5	37.8	ESP	AN
914023	1766	524	-3.5	37.7	ESP	AN
914024	1766	525	-3.5	37.6	ESP	AN
914025	1766	526	-3.5	37.5	ESP	AN
914026	1766	527	-3.5	37.4	ESP	AN
914027	1766	528	-3.5	37.3	ESP	AN
914028	1766	529	-3.5	37.2	ESP	AN
914029	1766	530	-3.5	37.1	ESP	AN
914030	1766	531	-3.5	37.0	ESP	AN
914031	1766	532	-3.5	36.9	ESP	AN
914032	1766	533	-3.5	36.8	ESP	AN
914703	1767	517	-3.4	38.4	ESP	AN
914704	1767	518	-3.4	38.3	ESP	AN
914705	1767	519	-3.4	38.2	ESP	AN
914706	1767	520	-3.4	38.1	ESP	AN
914707	1767	521	-3.4	38.0	ESP	AN
914708	1767	522	-3.4	37.9	ESP	AN
914709	1767	523	-3.4	37.8	ESP	AN
914710	1767	524	-3.4	37.7	ESP	AN
914711	1767	525	-3.4	37.6	ESP	AN
914712	1767	526	-3.4	37.5	ESP	AN
914713	1767	527	-3.4	37.4	ESP	AN
914714	1767	528	-3.4	37.3	ESP	AN
914715	1767	529	-3.4	37.2	ESP	AN
914716	1767	530	-3.4	37.1	ESP	AN
914717	1767	531	-3.4	37.0	ESP	AN
914718	1767	532	-3.4	36.9	ESP	AN
914719	1767	533	-3.4	36.8	ESP	AN
915390	1768	517	-3.3	38.4	ESP	AN
915391	1768	518	-3.3	38.3	ESP	AN
915392	1768	519	-3.3	38.2	ESP	AN
915393	1768	520	-3.3	38.1	ESP	AN
915394	1768	521	-3.3	38.0	ESP	AN
915395	1768	522	-3.3	37.9	ESP	AN
915396	1768	523	-3.3	37.8	ESP	AN
915397	1768	524	-3.3	37.7	ESP	AN
915398	1768	525	-3.3	37.6	ESP	AN
915399	1768	526	-3.3	37.5	ESP	AN
915400	1768	527	-3.3	37.4	ESP	AN
915401	1768	528	-3.3	37.3	ESP	AN
915402	1768	529	-3.3	37.2	ESP	AN
915403	1768	530	-3.3	37.1	ESP	AN
915404	1768	531	-3.3	37.0	ESP	AN
915405	1768	532	-3.3	36.9	ESP	AN
915406	1768	533	-3.3	36.8	ESP	AN
916077	1769	517	-3.2	38.4	ESP	AN
916078	1769	518	-3.2	38.3	ESP	AN
916079	1769	519	-3.2	38.2	ESP	AN
916080	1769	520	-3.2	38.1	ESP	AN
916081	1769	521	-3.2	38.0	ESP	AN
916082	1769	522	-3.2	37.9	ESP	AN
916083	1769	523	-3.2	37.8	ESP	AN
916084	1769	524	-3.2	37.7	ESP	AN
916085	1769	525	-3.2	37.6	ESP	AN
916086	1769	526	-3.2	37.5	ESP	AN
916087	1769	527	-3.2	37.4	ESP	AN
916088	1769	528	-3.2	37.3	ESP	AN
916089	1769	529	-3.2	37.2	ESP	AN
916090	1769	530	-3.2	37.1	ESP	AN
916091	1769	531	-3.2	37.0	ESP	AN
916092	1769	532	-3.2	36.9	ESP	AN
916093	1769	533	-3.2	36.8	ESP	AN
916764	1770	517	-3.1	38.4	ESP	AN
916765	1770	518	-3.1	38.3	ESP	AN
916766	1770	519	-3.1	38.2	ESP	AN
916767	1770	520	-3.1	38.1	ESP	AN
916768	1770	521	-3.1	38.0	ESP	AN
916769	1770	522	-3.1	37.9	ESP	AN
916770	1770	523	-3.1	37.8	ESP	AN
916771	1770	524	-3.1	37.7	ESP	AN
916772	1770	525	-3.1	37.6	ESP	AN
916773	1770	526	-3.1	37.5	ESP	AN
916774	1770	527	-3.1	37.4	ESP	AN
916775	1770	528	-3.1	37.3	ESP	AN
916776	1770	529	-3.1	37.2	ESP	AN
916777	1770	530	-3.1	37.1	ESP	AN
916778	1770	531	-3.1	37.0	ESP	AN
916779	1770	532	-3.1	36.9	ESP	AN
916780	1770	533	-3.1	36.8	ESP	AN
917451	1771	517	-3.0	38.4	ESP	AN
917452	1771	518	-3.0	38.3	ESP	AN
917453	1771	519	-3.0	38.2	ESP	AN
917454	1771	520	-3.0	38.1	ESP	AN
917455	1771	521	-3.0	38.0	ESP	AN
917456	1771	522	-3.0	37.9	ESP	AN
917457	1771	523	-3.0	37.8	ESP	AN
917458	1771	524	-3.0	37.7	ESP	AN
917459	1771	525	-3.0	37.6	ESP	AN
917460	1771	526	-3.0	37.5	ESP	AN
917461	1771	527	-3.0	37.4	ESP	AN
917462	1771	528	-3.0	37.3	ESP	AN
917463	1771	529	-3.0	37.2	ESP	AN
917464	1771	530	-3.0	37.1	ESP	AN
917465	1771	531	-3.0	37.0	ESP	AN
917466	1771	532	-3.0	36.9	ESP	AN
917467	1771	533	-3.0	36.8	ESP	AN
918130	1772	517	-2.9	38.4	ESP	AN
918131	1772	518	-2.9	38.3	ESP	AN
918132	1772	519	-2.9	38.2	ESP	AN
918133	1772	520	-2.9	38.1	ESP	AN
918134	1772	521	-2.9	38.0	ESP	AN
918135	1772	522	-2.9	37.9	ESP	AN
918136	1772	523	-2.9	37.8	ESP	AN
918137	1772	524	-2.9	37.7	ESP	AN
918138	1772	525	-2.9	37.6	ESP	AN
918139	1772	526	-2.9	37.5	ESP	AN
918140	1772	527	-2.9	37.4	ESP	AN
918141	1772	528	-2.9	37.3	ESP	AN
918142	1772	529	-2.9	37.2	ESP	AN
918143	1772	530	-2.9	37.1	ESP	AN
918144	1772	531	-2.9	37.0	ESP	AN
918145	1772	532	-2.9	36.9	ESP	AN
918146	1772	533	-2.9	36.8	ESP	AN
918808	1773	516	-2.8	38.5	ESP	AN
918809	1773	517	-2.8	38.4	ESP	AN
918810	1773	518	-2.8	38.3	ESP	AN
918811	1773	519	-2.8	38.2	ESP	AN
918812	1773	520	-2.8	38.1	ESP	AN
918813	1773	521	-2.8	38.0	ESP	AN
918814	1773	522	-2.8	37.9	ESP	AN
918815	1773	523	-2.8	37.8	ESP	AN
918816	1773	524	-2.8	37.7	ESP	AN
918817	1773	525	-2.8	37.6	ESP	AN
918818	1773	526	-2.8	37.5	ESP	AN
918819	1773	527	-2.8	37.4	ESP	AN
918820	1773	528	-2.8	37.3	ESP	AN
918821	1773	529	-2.8	37.2	ESP	AN
918822	1773	530	-2.8	37.1	ESP	AN
918823	1773	531	-2.8	37.0	ESP	AN
918824	1773	532	-2.8	36.9	ESP	AN
918825	1773	533	-2.8	36.8	ESP	AN
919487	1774	516	-2.7	38.5	ESP	AN
919488	1774	517	-2.7	38.4	ESP	AN
919489	1774	518	-2.7	38.3	ESP	AN
919490	1774	519	-2.7	38.2	ESP	AN
919491	1774	520	-2.7	38.1	ESP	AN
919492	1774	521	-2.7	38.0	ESP	AN
919493	1774	522	-2.7	37.9	ESP	AN
919494	1774	523	-2.7	37.8	ESP	AN
919495	1774	524	-2.7	37.7	ESP	AN
919496	1774	525	-2.7	37.6	ESP	AN
919497	1774	526	-2.7	37.5	ESP	AN
919498	1774	527	-2.7	37.4	ESP	AN
919499	1774	528	-2.7	37.3	ESP	AN
919500	1774	529	-2.7	37.2	ESP	AN
919501	1774	530	-2.7	37.1	ESP	AN
919502	1774	531	-2.7	37.0	ESP	AN
919503	1774	532	-2.7	36.9	ESP	AN
919504	1774	533	-2.7	36.8	ESP	AN
919505	1774	534	-2.7	36.7	ESP	AN
920160	1775	516	-2.6	38.5	ESP	AN
920161	1775	517	-2.6	38.4	ESP	AN
920162	1775	518	-2.6	38.3	ESP	AN
920163	1775	519	-2.6	38.2	ESP	AN
920164	1775	520	-2.6	38.1	ESP	AN
920165	1775	521	-2.6	38.0	ESP	AN
920166	1775	522	-2.6	37.9	ESP	AN
920167	1775	523	-2.6	37.8	ESP	AN
920168	1775	524	-2.6	37.7	ESP	AN
920169	1775	525	-2.6	37.6	ESP	AN
920170	1775	526	-2.6	37.5	ESP	AN
920171	1775	527	-2.6	37.4	ESP	AN
920172	1775	528	-2.6	37.3	ESP	AN
920173	1775	529	-2.6	37.2	ESP	AN
920174	1775	530	-2.6	37.1	ESP	AN
920175	1775	531	-2.6	37.0	ESP	AN
920176	1775	532	-2.6	36.9	ESP	AN
920177	1775	533	-2.6	36.8	ESP	AN
920837	1776	517	-2.5	38.4	ESP	AN
920838	1776	518	-2.5	38.3	ESP	AN
920839	1776	519	-2.5	38.2	ESP	AN
920841	1776	521	-2.5	38.0	ESP	AN
920842	1776	522	-2.5	37.9	ESP	AN
920843	1776	523	-2.5	37.8	ESP	AN
920844	1776	524	-2.5	37.7	ESP	AN
920845	1776	525	-2.5	37.6	ESP	AN
920846	1776	526	-2.5	37.5	ESP	AN
920847	1776	527	-2.5	37.4	ESP	AN
920848	1776	528	-2.5	37.3	ESP	AN
920849	1776	529	-2.5	37.2	ESP	AN
920850	1776	530	-2.5	37.1	ESP	AN
920851	1776	531	-2.5	37.0	ESP	AN
920852	1776	532	-2.5	36.9	ESP	AN
921517	1777	521	-2.4	38.0	ESP	AN
921518	1777	522	-2.4	37.9	ESP	AN
921519	1777	523	-2.4	37.8	ESP	AN
921520	1777	524	-2.4	37.7	ESP	AN
921521	1777	525	-2.4	37.6	ESP	AN
921522	1777	526	-2.4	37.5	ESP	AN
921523	1777	527	-2.4	37.4	ESP	AN
921524	1777	528	-2.4	37.3	ESP	AN
921525	1777	529	-2.4	37.2	ESP	AN
921526	1777	530	-2.4	37.1	ESP	AN
921527	1777	531	-2.4	37.0	ESP	AN
921528	1777	532	-2.4	36.9	ESP	AN
922197	1778	521	-2.3	38.0	ESP	AN
922198	1778	522	-2.3	37.9	ESP	AN
922199	1778	523	-2.3	37.8	ESP	AN
922200	1778	524	-2.3	37.7	ESP	AN
922201	1778	525	-2.3	37.6	ESP	AN
922202	1778	526	-2.3	37.5	ESP	AN
922203	1778	527	-2.3	37.4	ESP	AN
922204	1778	528	-2.3	37.3	ESP	AN
922205	1778	529	-2.3	37.2	ESP	AN
922206	1778	530	-2.3	37.1	ESP	AN
922207	1778	531	-2.3	37.0	ESP	AN
922208	1778	532	-2.3	36.9	ESP	AN
922875	1779	522	-2.2	37.9	ESP	AN
922876	1779	523	-2.2	37.8	ESP	AN
922877	1779	524	-2.2	37.7	ESP	AN
922878	1779	525	-2.2	37.6	ESP	AN
922879	1779	526	-2.2	37.5	ESP	AN
922880	1779	527	-2.2	37.4	ESP	AN
922881	1779	528	-2.2	37.3	ESP	AN
922882	1779	529	-2.2	37.2	ESP	AN
922883	1779	530	-2.2	37.1	ESP	AN
922884	1779	531	-2.2	37.0	ESP	AN
922885	1779	532	-2.2	36.9	ESP	AN
922886	1779	533	-2.2	36.8	ESP	AN
923562	1780	523	-2.1	37.8	ESP	AN
923563	1780	524	-2.1	37.7	ESP	AN
923564	1780	525	-2.1	37.6	ESP	AN
923565	1780	526	-2.1	37.5	ESP	AN
923566	1780	527	-2.1	37.4	ESP	AN
923567	1780	528	-2.1	37.3	ESP	AN
923568	1780	529	-2.1	37.2	ESP	AN
923569	1780	530	-2.1	37.1	ESP	AN
923570	1780	531	-2.1	37.0	ESP	AN
923571	1780	532	-2.1	36.9	ESP	AN
923572	1780	533	-2.1	36.8	ESP	AN
924248	1781	523	-2.0	37.8	ESP	AN
924250	1781	525	-2.0	37.6	ESP	AN
924251	1781	526	-2.0	37.5	ESP	AN
924252	1781	527	-2.0	37.4	ESP	AN
924253	1781	528	-2.0	37.3	ESP	AN
924254	1781	529	-2.0	37.2	ESP	AN
924255	1781	530	-2.0	37.1	ESP	AN
924256	1781	531	-2.0	37.0	ESP	AN
924257	1781	532	-2.0	36.9	ESP	AN
924937	1782	526	-1.9	37.5	ESP	AN
924938	1782	527	-1.9	37.4	ESP	AN
924939	1782	528	-1.9	37.3	ESP	AN
924940	1782	529	-1.9	37.2	ESP	AN
924941	1782	530	-1.9	37.1	ESP	AN
924942	1782	531	-1.9	37.0	ESP	AN
925624	1783	527	-1.8	37.4	ESP	AN
925625	1783	528	-1.8	37.3	ESP	AN
926313	1784	527	-1.7	37.4	ESP	AN
